total_num_hired,total_num_left,total_num_promoted,org_saturation_day,vp_team_size_skew,director_team_size_skew,manager_team_size_skew,mean_days_between_hires,mean_days_between_promotions,mean_days_between_leavings,seed,weight_employed,weight_promoted,weight_change,weight_left,min_employees_for_leaving,min_events_per_week,max_events_per_day,max_events_per_type
152,52,84,133,3.333,2.3,2.067,2.41,4.05,6.22,17,5,3,2,1,30,2,8,2
147,47,92,128,3.333,3.8,1.3,2.47,3.66,7.24,18,5,3,2,1,30,2,8,2
140,40,65,123,1.667,1.4,1.244,2.58,5.12,8.51,19,5,3,2,1,30,2,8,2
140,40,72,146,1.667,3.2,1.9,2.61,4.24,8.51,0,5,3,2,1,30,2,8,3
144,44,60,117,0.833,1.7,1.267,2.52,5.39,7.84,1,5,3,2,1,30,2,8,3
147,47,68,122,1.111,3.6,1.044,2.49,5.07,7.28,2,5,3,2,1,30,2,8,3
134,34,63,117,0.833,1.267,2.476,2.74,5.55,9.88,3,5,3,2,1,30,2,8,3
143,43,86,112,3.333,1.2,1.867,2.53,3.78,7.29,4,5,3,2,1,30,2,8,3
137,37,50,118,0.833,1.5,1.289,2.62,6.82,8.25,5,5,3,2,1,30,2,8,3
131,31,52,148,1.667,1.75,1.2,2.8,5.71,11.23,6,5,3,2,1,30,2,8,3
149,49,90,149,3.333,1.7,1.833,2.45,3.78,6.77,7,5,3,2,1,30,2,8,3
140,40,58,105,1.667,2.6,1.81,2.58,5.95,8.56,8,5,3,2,1,30,2,8,3
146,46,60,119,1.667,2.2,1.833,2.47,5.07,7.38,9,5,3,2,1,30,2,8,3
155,55,89,138,1.667,1.467,1.2,2.21,3.59,5.91,10,5,3,2,1,30,2,8,3
143,43,69,140,1.667,1.1,3.333,2.21,4.32,6.64,11,5,3,2,1,30,2,8,3
148,48,71,130,1.111,1.8,1.767,2.44,4.76,7.11,12,5,3,2,1,30,2,8,3
144,44,64,121,1.667,3.8,1.833,2.55,5.4,7.84,13,5,3,2,1,30,2,8,3
138,38,71,145,1.111,2.0,1.567,2.65,4.9,9.22,14,5,3,2,1,30,2,8,3
137,37,65,120,1.111,2.6,0.933,2.6,5.2,8.67,15,5,3,2,1,30,2,8,3
150,50,67,144,1.111,1.25,1.767,2.38,5.03,6.61,16,5,3,2,1,30,2,8,3
144,44,73,127,1.667,1.6,1.967,2.5,4.68,7.63,17,5,3,2,1,30,2,8,3
147,47,63,103,1.111,1.2,1.5,2.47,5.53,7.46,18,5,3,2,1,30,2,8,3
130,30,56,150,1.667,1.7,3.6,2.72,6.15,11.21,19,5,3,2,1,30,2,8,3
145,45,84,144,3.0,2.111,1.893,2.53,4.24,7.98,0,5,4,2,1,10,1,6,2
135,35,76,141,3.333,4.0,1.1,2.72,4.65,9.38,1,5,4,2,1,10,1,6,2
143,43,96,159,1.667,1.48,2.733,2.33,3.14,7.5,2,5,4,2,1,10,1,6,2
136,36,91,185,0.667,1.333,1.833,2.68,3.57,8.97,3,5,4,2,1,10,1,6,2
132,32,72,168,1.111,3.6,1.933,2.76,4.48,9.61,4,5,4,2,1,10,1,6,2
145,45,75,152,1.667,2.067,1.533,2.51,4.7,7.75,5,5,4,2,1,10,1,6,2
137,37,81,150,3.333,2.1,1.867,2.65,4.33,9.61,6,5,4,2,1,10,1,6,2
141,41,82,139,3.333,1.3,1.089,2.45,4.11,8.0,7,5,4,2,1,10,1,6,2
144,45,86,143,0.833,2.8,1.933,2.53,4.12,8.11,8,5,4,2,1,10,1,6,2
141,41,82,161,1.111,2.4,1.367,2.51,3.86,7.97,9,5,4,2,1,10,1,6,2
126,26,78,164,1.111,1.75,1.2,2.75,4.34,13.16,10,5,4,2,1,10,1,6,2
146,47,80,142,1.111,6.4,2.4,2.43,4.47,7.67,11,5,4,2,1,10,1,6,2
140,40,89,159,1.667,0.0,1.433,2.61,4.01,8.74,12,5,4,2,1,10,1,6,2
140,40,96,139,3.333,2.7,2.533,2.53,3.54,8.72,13,5,4,2,1,10,1,6,2
134,34,78,172,0.833,2.0,1.022,2.63,4.31,10.3,14,5,4,2,1,10,1,6,2
137,37,84,146,1.667,3.2,1.222,2.62,4.24,9.78,15,5,4,2,1,10,1,6,2
147,47,93,163,1.111,1.76,1.133,2.38,3.63,6.98,16,5,4,2,1,10,1,6,2
133,33,78,177,3.333,1.6,1.7,2.74,4.51,11.06,17,5,4,2,1,10,1,6,2
132,32,92,164,1.111,9.6,1.033,2.63,3.57,10.61,18,5,4,2,1,10,1,6,2
135,35,77,173,1.111,2.3,2.533,2.56,4.24,9.79,19,5,4,2,1,10,1,6,2
142,42,84,179,3.333,3.6,1.4,2.57,4.07,8.34,0,5,4,2,1,10,1,6,3
148,48,83,137,1.111,1.6,1.833,2.46,3.89,7.34,1,5,4,2,1,10,1,6,3
144,44,93,156,1.667,3.4,1.476,2.54,3.58,7.79,2,5,4,2,1,10,1,6,3
145,45,96,174,1.111,1.667,3.2,2.53,3.52,7.91,3,5,4,2,1,10,1,6,3
146,46,76,146,1.111,1.6,1.2,2.42,4.45,7.36,4,5,4,2,1,10,1,6,3
135,35,66,151,1.667,1.333,1.8,2.71,5.38,9.94,5,5,4,2,1,10,1,6,3
138,38,81,121,1.667,1.467,1.7,2.51,4.01,8.76,6,5,4,2,1,10,1,6,3
139,39,89,174,0.833,2.3,1.667,2.59,3.41,8.24,7,5,4,2,1,10,1,6,3
147,48,99,165,1.111,3.2,3.8,2.43,3.48,7.23,8,5,4,2,1,10,1,6,3
144,44,79,117,1.111,3.6,1.9,2.43,3.81,7.56,9,5,4,2,1,10,1,6,3
144,44,99,172,3.333,7.0,1.433,2.53,3.54,8.14,10,5,4,2,1,10,1,6,3
142,42,77,150,1.111,7.6,0.8,2.55,4.0,8.54,11,5,4,2,1,10,1,6,3
141,41,77,154,1.111,1.8,1.6,2.57,4.47,8.45,12,5,4,2,1,10,1,6,3
140,40,72,159,3.333,1.5,1.444,2.61,4.7,9.13,13,5,4,2,1,10,1,6,3
132,32,84,126,3.333,3.6,2.133,2.74,4.17,10.45,14,5,4,2,1,10,1,6,3
149,49,80,145,1.111,2.0,1.7,2.43,4.39,7.25,15,5,4,2,1,10,1,6,3
137,40,87,164,0.0,0.0,1.125,2.66,4.07,8.87,16,5,4,2,1,10,1,6,3
141,41,83,156,1.667,1.933,1.433,2.57,3.91,8.82,17,5,4,2,1,10,1,6,3
143,44,89,198,0.833,1.15,1.9,2.56,3.84,8.19,18,5,4,2,1,10,1,6,3
137,37,75,124,1.667,3.0,1.233,2.65,4.26,9.75,19,5,4,2,1,10,1,6,3
141,41,90,190,1.111,3.8,1.222,2.51,3.63,8.3,0,5,4,2,1,10,1,7,2
138,39,84,165,1.667,1.333,1.133,2.58,4.16,9.34,1,5,4,2,1,10,1,7,2
139,39,107,208,1.111,2.2,1.633,2.62,2.74,9.32,2,5,4,2,1,10,1,7,2
145,45,91,186,3.333,1.733,3.4,2.51,3.88,7.8,3,5,4,2,1,10,1,7,2
136,36,71,165,1.111,1.5,1.833,2.69,4.11,9.43,4,5,4,2,1,10,1,7,2
142,43,97,150,1.667,1.2,2.933,2.55,3.61,8.45,5,5,4,2,1,10,1,7,2
142,42,89,155,3.333,3.8,1.833,2.54,3.56,8.41,6,5,4,2,1,10,1,7,2
148,48,85,152,1.111,1.0,1.933,2.44,4.05,7.34,7,5,4,2,1,10,1,7,2
149,50,93,134,1.667,1.4,1.067,2.39,3.79,7.12,8,5,4,2,1,10,1,7,2
130,30,69,119,3.333,3.0,1.867,2.81,4.81,11.45,9,5,4,2,1,10,1,7,2
144,45,94,176,1.667,4.4,1.867,2.5,3.55,8.0,10,5,4,2,1,10,1,7,2
141,42,95,192,1.111,2.0,1.2,2.6,3.66,8.61,11,5,4,2,1,10,1,7,2
137,37,97,173,3.333,0.0,3.267,2.66,3.59,9.67,12,5,4,2,1,10,1,7,2
136,36,84,172,1.667,2.0,1.8,2.59,4.12,9.69,13,5,4,2,1,10,1,7,2
157,58,81,134,0.833,2.4,1.767,2.33,4.11,6.26,14,5,4,2,1,10,1,7,2
144,44,89,148,3.333,3.3,0.844,2.53,3.76,8.19,15,5,4,2,1,10,1,7,2
141,41,99,163,1.667,2.8,1.6,2.56,3.2,8.78,16,5,4,2,1,10,1,7,2
134,34,66,130,3.333,1.8,1.289,2.73,5.37,10.64,17,5,4,2,1,10,1,7,2
152,52,89,158,1.667,1.9,1.933,2.4,3.93,6.88,18,5,4,2,1,10,1,7,2
144,44,85,148,1.5,0.0,1.111,2.53,4.14,7.81,19,5,4,2,1,10,1,7,2
138,38,91,157,0.833,1.533,1.933,2.59,3.86,9.03,0,5,4,2,1,10,1,7,3
145,45,95,165,0.833,3.2,1.1,2.46,3.6,7.11,1,5,4,2,1,10,1,7,3
145,47,111,146,1.667,2.9,1.167,2.5,3.15,7.61,2,5,4,2,1,10,1,7,3
140,40,99,151,1.667,5.6,1.667,2.55,3.4,8.79,3,5,4,2,1,10,1,7,3
135,35,74,147,1.667,1.2,1.533,2.7,4.74,10.21,4,5,4,2,1,10,1,7,3
138,38,96,174,1.667,1.6,1.367,2.64,3.35,9.24,5,5,4,2,1,10,1,7,3
152,53,106,153,3.333,3.0,1.229,2.38,3.34,6.4,6,5,4,2,1,10,1,7,3
135,35,74,144,0.833,3.4,1.367,2.71,4.63,10.38,7,5,4,2,1,10,1,7,3
141,41,92,152,1.111,1.6,1.067,2.53,3.68,8.47,8,5,4,2,1,10,1,7,3
138,38,83,165,0.833,1.5,1.667,2.65,4.17,9.05,9,5,4,2,1,10,1,7,3
147,48,89,164,1.111,3.4,1.857,2.48,3.77,7.49,10,5,4,2,1,10,1,7,3
141,41,90,154,1.667,1.6,1.4,2.59,3.85,8.47,11,5,4,2,1,10,1,7,3
136,37,80,169,0.833,3.3,2.467,2.45,3.95,9.83,12,5,4,2,1,10,1,7,3
131,31,85,154,1.111,3.8,2.0,2.7,4.07,11.27,13,5,4,2,1,10,1,7,3
139,39,92,157,0.833,1.9,1.4,2.51,3.54,8.71,14,5,4,2,1,10,1,7,3
134,35,90,178,0.833,2.0,2.8,2.7,3.89,10.26,15,5,4,2,1,10,1,7,3
145,45,91,132,1.111,1.7,0.978,2.49,3.87,7.75,16,5,4,2,1,10,1,7,3
148,48,81,154,0.667,1.5,1.667,2.27,4.05,6.23,17,5,4,2,1,10,1,7,3
143,43,90,141,1.667,3.0,1.067,2.55,3.91,8.31,18,5,4,2,1,10,1,7,3
139,39,99,157,3.333,1.533,2.533,2.47,3.37,8.76,19,5,4,2,1,10,1,7,3
144,44,86,172,1.111,0.0,1.633,2.52,2.56,7.93,0,5,4,2,1,10,1,8,2
136,36,71,137,1.667,2.267,1.333,2.65,4.73,9.71,1,5,4,2,1,10,1,8,2
147,47,89,131,0.667,1.9,3.2,2.45,3.95,7.59,2,5,4,2,1,10,1,8,2
140,40,73,145,0.833,1.7,1.5,2.6,4.83,8.56,3,5,4,2,1,10,1,8,2
137,37,83,148,1.667,2.4,2.467,2.66,4.23,9.72,4,5,4,2,1,10,1,8,2
127,27,58,121,1.111,2.5,1.6,2.76,5.33,12.73,5,5,4,2,1,10,1,8,2
138,38,95,141,1.667,2.2,1.767,2.4,3.35,8.68,6,5,4,2,1,10,1,8,2
133,33,71,148,1.111,1.8,1.8,2.61,4.79,10.59,7,5,4,2,1,10,1,8,2
136,36,75,139,1.667,2.3,1.9,2.68,4.68,9.8,8,5,4,2,1,10,1,8,2
133,33,74,152,1.0,1.778,1.5,2.76,4.62,10.41,9,5,4,2,1,10,1,8,2
149,50,93,143,1.667,1.15,3.067,2.45,3.8,7.31,10,5,4,2,1,10,1,8,2
136,36,69,128,0.833,1.8,3.333,2.7,5.03,9.94,11,5,4,2,1,10,1,8,2
143,44,85,132,1.0,4.222,0.833,2.44,3.95,8.07,12,5,4,2,1,10,1,8,2
139,39,93,147,1.667,0.0,1.3,2.49,3.59,8.58,13,5,4,2,1,10,1,8,2
135,35,75,147,1.667,2.0,1.667,2.7,4.66,10.03,14,5,4,2,1,10,1,8,2
141,41,77,142,1.111,2.533,2.467,2.59,4.59,8.93,15,5,4,2,1,10,1,8,2
126,28,88,185,0.833,2.1,1.833,2.82,3.79,12.48,16,5,4,2,1,10,1,8,2
134,34,96,173,1.667,3.1,1.308,2.73,3.64,10.42,17,5,4,2,1,10,1,8,2
161,62,119,216,1.667,3.0,1.333,2.26,2.88,5.69,18,5,4,2,1,10,1,8,2
134,34,75,153,0.833,0.0,2.0,2.62,4.59,9.33,19,5,4,2,1,10,1,8,2
138,38,80,130,3.333,1.8,3.2,2.64,4.48,9.54,0,5,4,2,1,10,1,8,3
146,46,102,203,1.667,2.1,1.267,2.5,3.47,7.76,1,5,4,2,1,10,1,8,3
147,47,77,155,1.111,3.4,1.567,2.38,4.36,7.37,2,5,4,2,1,10,1,8,3
138,38,77,139,1.111,0.0,1.3,2.62,4.55,9.22,3,5,4,2,1,10,1,8,3
137,37,93,173,1.667,1.0,3.133,2.54,3.27,9.22,4,5,4,2,1,10,1,8,3
143,43,82,168,1.667,1.75,1.233,2.56,4.17,7.64,5,5,4,2,1,10,1,8,3
138,38,94,180,1.667,1.467,1.8,2.55,3.22,9.24,6,5,4,2,1,10,1,8,3
138,38,100,168,1.111,3.0,1.4,2.61,3.24,9.46,7,5,4,2,1,10,1,8,3
149,49,92,174,1.667,2.4,1.733,2.43,3.56,7.1,8,5,4,2,1,10,1,8,3
145,46,87,183,1.111,2.7,1.5,2.43,3.93,7.56,9,5,4,2,1,10,1,8,3
149,49,87,113,1.111,2.7,1.1,2.45,3.99,6.88,10,5,4,2,1,10,1,8,3
148,48,81,172,1.667,1.267,1.0,2.39,4.24,7.19,11,5,4,2,1,10,1,8,3
133,34,73,152,1.111,2.3,1.7,2.72,4.71,10.45,12,5,4,2,1,10,1,8,3
135,35,81,135,1.667,0.0,1.356,2.67,3.98,10.06,13,5,4,2,1,10,1,8,3
145,45,95,184,1.111,1.15,2.524,2.53,3.61,7.98,14,5,4,2,1,10,1,8,3
138,40,82,160,1.111,3.2,1.367,2.52,4.31,8.79,15,5,4,2,1,10,1,8,3
150,50,92,105,3.333,1.9,3.4,2.35,3.73,6.96,16,5,4,2,1,10,1,8,3
141,41,84,153,1.111,1.533,1.667,2.55,4.1,8.43,17,5,4,2,1,10,1,8,3
130,30,89,187,0.833,1.3,2.067,2.76,3.92,12.03,18,5,4,2,1,10,1,8,3
135,35,84,168,1.111,1.6,1.6,2.69,4.14,10.15,19,5,4,2,1,10,1,8,3
140,40,87,165,0.833,2.1,1.767,2.54,3.78,8.13,0,5,4,2,1,10,2,6,2
144,44,93,197,1.667,1.5,1.8,2.53,3.46,7.81,1,5,4,2,1,10,2,6,2
148,48,82,122,1.5,2.111,2.0,2.48,4.07,7.53,2,5,4,2,1,10,2,6,2
146,46,82,130,0.833,3.6,1.629,2.5,4.35,7.91,3,5,4,2,1,10,2,6,2
138,39,87,149,1.111,2.2,1.2,2.66,3.97,8.76,4,5,4,2,1,10,2,6,2
142,42,88,141,1.111,6.6,0.971,2.57,4.02,8.15,5,5,4,2,1,10,2,6,2
153,53,97,165,1.667,1.2,1.333,2.26,3.52,6.19,6,5,4,2,1,10,2,6,2
142,43,76,141,3.333,2.0,1.8,2.56,4.49,7.86,7,5,4,2,1,10,2,6,2
135,35,92,170,1.111,1.7,1.222,2.66,3.77,9.56,8,5,4,2,1,10,2,6,2
148,48,93,152,3.333,1.533,1.457,2.48,3.78,7.45,9,5,4,2,1,10,2,6,2
146,46,104,162,1.667,0.0,1.733,2.48,3.34,7.44,10,5,4,2,1,10,2,6,2
130,30,79,150,3.333,3.2,1.867,2.81,4.4,12.34,11,5,4,2,1,10,2,6,2
134,34,79,166,3.333,1.5,1.933,2.71,4.44,10.36,12,5,4,2,1,10,2,6,2
135,35,77,147,1.667,3.5,0.844,2.67,3.92,10.26,13,5,4,2,1,10,2,6,2
147,47,77,156,1.111,1.5,1.867,2.46,4.59,7.59,14,5,4,2,1,10,2,6,2
145,46,102,163,1.111,0.0,1.767,2.52,3.47,7.67,15,5,4,2,1,10,2,6,2
149,49,101,161,1.667,1.533,1.833,2.45,3.43,7.19,16,5,4,2,1,10,2,6,2
137,37,75,147,1.111,3.2,1.967,2.66,4.66,9.67,17,5,4,2,1,10,2,6,2
142,43,86,165,1.667,1.9,2.476,2.55,4.01,8.38,18,5,4,2,1,10,2,6,2
148,48,103,162,1.667,2.2,3.533,2.46,3.29,7.49,19,5,4,2,1,10,2,6,2
135,36,87,155,0.833,1.2,3.0,2.72,3.33,10.0,0,5,4,2,1,10,2,6,3
133,33,78,151,0.833,2.0,3.4,2.73,4.53,10.22,1,5,4,2,1,10,2,6,3
145,45,91,159,1.111,1.9,2.033,2.51,3.87,8.09,2,5,4,2,1,10,2,6,3
144,44,82,152,1.111,1.6,1.567,2.42,4.17,7.81,3,5,4,2,1,10,2,6,3
146,46,83,163,0.833,7.0,1.333,2.49,4.18,7.69,4,5,4,2,1,10,2,6,3
146,46,91,119,1.667,0.0,1.2,2.43,3.83,7.56,5,5,4,2,1,10,2,6,3
130,30,89,170,1.111,2.2,1.633,2.67,3.45,11.1,6,5,4,2,1,10,2,6,3
137,37,81,159,1.667,3.6,1.8,2.62,4.24,9.64,7,5,4,2,1,10,2,6,3
139,39,83,148,3.333,0.0,1.356,2.62,4.24,9.16,8,5,4,2,1,10,2,6,3
141,41,98,144,3.333,2.2,2.923,2.59,3.6,8.53,9,5,4,2,1,10,2,6,3
133,34,74,156,1.667,3.2,1.867,2.59,4.49,10.06,10,5,4,2,1,10,2,6,3
143,43,78,149,1.111,3.0,1.667,2.42,4.31,7.83,11,5,4,2,1,10,2,6,3
138,38,85,141,1.111,2.0,1.8,2.47,3.85,7.92,12,5,4,2,1,10,2,6,3
142,42,80,161,0.833,1.08,1.156,2.53,4.22,8.32,13,5,4,2,1,10,2,6,3
148,48,85,125,1.111,6.0,1.533,2.45,4.1,7.3,14,5,4,2,1,10,2,6,3
143,43,76,125,1.111,3.0,1.289,2.46,4.44,7.57,15,5,4,2,1,10,2,6,3
138,38,85,163,3.333,2.0,1.311,2.64,4.17,8.97,16,5,4,2,1,10,2,6,3
137,37,94,159,1.667,3.8,1.9,2.65,3.69,9.31,17,5,4,2,1,10,2,6,3
138,38,86,148,1.111,1.5,1.5,2.65,3.94,9.3,18,5,4,2,1,10,2,6,3
139,39,77,213,1.111,1.5,1.444,2.61,4.46,8.58,19,5,4,2,1,10,2,6,3
145,45,97,169,1.667,1.3,1.733,2.51,3.64,7.84,0,5,4,2,1,10,2,7,2
131,31,80,153,1.667,3.3,1.0,2.7,4.27,11.27,1,5,4,2,1,10,2,7,2
157,57,101,167,1.667,3.2,2.033,2.31,3.19,5.93,2,5,4,2,1,10,2,7,2
143,44,89,141,1.111,5.4,1.467,2.5,3.84,8.26,3,5,4,2,1,10,2,7,2
151,51,80,131,1.111,1.267,1.7,2.39,4.38,6.2,4,5,4,2,1,10,2,7,2
139,39,94,155,3.333,2.0,1.633,2.52,3.3,8.71,5,5,4,2,1,10,2,7,2
158,58,100,173,1.111,2.0,1.0,2.22,3.19,5.98,6,5,4,2,1,10,2,7,2
124,24,72,136,1.667,2.1,1.667,2.85,4.15,14.39,7,5,4,2,1,10,2,7,2
140,40,87,167,0.833,1.8,1.833,2.54,4.0,8.62,8,5,4,2,1,10,2,7,2
142,42,92,175,1.667,1.7,1.044,2.57,3.66,8.71,9,5,4,2,1,10,2,7,2
142,42,83,138,1.111,0.0,1.044,2.48,4.01,7.8,10,5,4,2,1,10,2,7,2
144,44,76,143,1.667,2.1,1.9,2.52,4.64,8.16,11,5,4,2,1,10,2,7,2
147,47,93,179,1.111,1.6,1.467,2.47,3.78,7.48,12,5,4,2,1,10,2,7,2
145,45,90,155,1.667,1.15,1.267,2.52,3.9,8.0,13,5,4,2,1,10,2,7,2
141,41,90,152,3.333,1.05,1.833,2.46,3.76,8.12,14,5,4,2,1,10,2,7,2
138,38,66,143,1.667,1.6,1.444,2.61,4.51,9.05,15,5,4,2,1,10,2,7,2
151,51,84,150,1.111,1.5,2.0,2.36,3.84,6.78,16,5,4,2,1,10,2,7,2
135,35,84,116,3.333,2.2,1.333,2.63,4.08,9.97,17,5,4,2,1,10,2,7,2
137,37,73,190,0.833,2.8,1.356,2.66,4.75,9.78,18,5,4,2,1,10,2,7,2
141,41,89,144,1.667,3.8,1.8,2.59,3.77,8.75,19,5,4,2,1,10,2,7,2
146,46,90,173,1.111,1.7,1.089,2.51,3.82,7.78,0,5,4,2,1,10,2,7,3
145,45,100,152,1.667,2.1,1.6,2.49,3.34,7.7,1,5,4,2,1,10,2,7,3
138,38,91,139,1.667,1.7,3.667,2.49,3.66,8.78,2,5,4,2,1,10,2,7,3
144,44,93,165,1.667,6.6,2.733,2.45,3.67,7.88,3,5,4,2,1,10,2,7,3
134,34,76,146,3.333,1.7,1.333,2.71,4.59,10.42,4,5,4,2,1,10,2,7,3
140,40,88,121,1.667,1.8,0.933,2.6,4.05,9.13,5,5,4,2,1,10,2,7,3
141,41,90,143,1.667,1.75,2.067,2.56,3.91,8.35,6,5,4,2,1,10,2,7,3
149,49,105,174,1.667,1.667,1.567,2.43,3.31,7.02,7,5,4,2,1,10,2,7,3
146,46,82,152,1.111,1.7,2.067,2.46,4.21,7.42,8,5,4,2,1,10,2,7,3
139,39,82,124,1.667,4.4,1.143,2.63,4.16,8.87,9,5,4,2,1,10,2,7,3
131,31,70,130,1.111,1.05,1.867,2.73,4.88,11.47,10,5,4,2,1,10,2,7,3
147,47,101,157,1.667,0.867,2.357,2.49,3.5,7.8,11,5,4,2,1,10,2,7,3
139,39,93,158,3.333,4.0,1.8,2.55,3.61,8.97,12,5,4,2,1,10,2,7,3
130,31,81,135,1.667,2.4,3.267,2.74,4.33,11.67,13,5,4,2,1,10,2,7,3
135,35,89,151,1.111,1.9,1.767,2.61,3.81,9.21,14,5,4,2,1,10,2,7,3
143,43,86,165,0.833,1.333,2.933,2.54,4.06,8.33,15,5,4,2,1,10,2,7,3
142,44,91,201,1.111,0.0,1.357,2.52,3.86,8.07,16,5,4,2,1,10,2,7,3
149,49,92,175,1.667,5.0,1.233,2.44,3.82,7.31,17,5,4,2,1,10,2,7,3
143,43,86,166,1.667,1.333,0.967,2.47,3.95,8.0,18,5,4,2,1,10,2,7,3
141,41,87,134,1.667,4.4,1.933,2.57,4.01,8.85,19,5,4,2,1,10,2,7,3
147,47,94,182,3.333,1.24,1.367,2.45,3.72,7.57,0,5,4,2,1,10,2,8,2
136,36,68,127,1.111,1.5,1.8,2.66,5.28,9.8,1,5,4,2,1,10,2,8,2
151,51,98,145,0.833,1.8,1.714,2.41,3.58,7.06,2,5,4,2,1,10,2,8,2
152,52,99,152,1.111,1.667,1.667,2.38,3.44,6.75,3,5,4,2,1,10,2,8,2
142,42,79,140,0.833,3.0,1.0,2.56,4.23,7.63,4,5,4,2,1,10,2,8,2
138,38,85,152,0.833,2.0,1.833,2.63,4.12,9.49,5,5,4,2,1,10,2,8,2
134,34,81,133,1.667,0.0,1.733,2.71,4.41,9.03,6,5,4,2,1,10,2,8,2
143,43,80,142,1.667,1.7,2.0,2.56,3.76,8.4,7,5,4,2,1,10,2,8,2
138,38,80,154,1.111,1.8,3.067,2.63,4.42,9.41,8,5,4,2,1,10,2,8,2
130,31,68,117,0.833,1.333,1.4,2.81,5.28,11.8,9,5,4,2,1,10,2,8,2
146,46,93,161,3.333,3.2,1.667,2.46,3.71,7.29,10,5,4,2,1,10,2,8,2
131,31,92,188,0.833,2.6,2.8,2.73,3.73,11.23,11,5,4,2,1,10,2,8,2
135,36,76,200,1.667,0.0,1.262,2.63,4.19,9.89,12,5,4,2,1,10,2,8,2
137,38,82,176,0.833,0.0,1.107,2.66,4.33,9.38,13,5,4,2,1,10,2,8,2
145,45,79,168,0.833,1.4,1.0,2.49,4.29,7.95,14,5,4,2,1,10,2,8,2
152,52,102,181,1.111,1.7,1.433,2.4,3.42,6.73,15,5,4,2,1,10,2,8,2
142,42,81,154,0.833,1.8,1.289,2.52,4.29,7.88,16,5,4,2,1,10,2,8,2
137,37,74,181,1.667,1.333,1.222,2.62,4.55,9.39,17,5,4,2,1,10,2,8,2
148,49,106,173,1.111,2.2,1.433,2.41,3.3,7.4,18,5,4,2,1,10,2,8,2
147,47,87,168,0.833,1.6,1.133,2.48,3.72,7.43,19,5,4,2,1,10,2,8,2
154,54,103,175,1.111,1.5,1.2,2.38,3.42,6.53,0,5,4,2,1,10,2,8,3
134,34,80,171,3.333,1.7,2.0,2.72,4.29,10.55,1,5,4,2,1,10,2,8,3
136,36,82,145,0.833,1.2,3.267,2.62,4.25,9.46,2,5,4,2,1,10,2,8,3
143,43,70,142,1.667,2.5,1.733,2.53,4.54,8.31,3,5,4,2,1,10,2,8,3
153,53,94,180,1.111,0.0,1.667,2.28,3.37,6.56,4,5,4,2,1,10,2,8,3
148,50,117,184,1.5,2.889,1.5,2.46,3.0,7.24,5,5,4,2,1,10,2,8,3
152,52,89,170,1.111,3.1,1.111,2.34,3.68,6.57,6,5,4,2,1,10,2,8,3
139,39,90,159,0.0,4.2,1.8,2.54,3.82,8.97,7,5,4,2,1,10,2,8,3
134,35,82,137,3.333,2.0,1.5,2.74,4.33,10.09,8,5,4,2,1,10,2,8,3
138,38,79,144,0.833,2.4,1.178,2.52,4.14,9.11,9,5,4,2,1,10,2,8,3
136,36,81,171,1.111,0.0,3.733,2.67,4.26,10.11,10,5,4,2,1,10,2,8,3
137,37,79,164,1.111,1.7,1.356,2.61,4.29,9.67,11,5,4,2,1,10,2,8,3
150,50,88,142,1.667,1.55,1.571,2.42,3.98,7.1,12,5,4,2,1,10,2,8,3
134,34,78,150,1.667,1.2,1.4,2.52,4.19,9.58,13,5,4,2,1,10,2,8,3
147,47,98,180,0.833,0.0,1.667,2.42,3.54,6.93,14,5,4,2,1,10,2,8,3
138,38,98,164,1.111,2.0,1.633,2.61,3.56,8.97,15,5,4,2,1,10,2,8,3
129,29,65,145,1.667,1.0,1.833,2.49,4.66,10.11,16,5,4,2,1,10,2,8,3
138,38,102,172,1.667,1.5,1.833,2.59,3.32,9.27,17,5,4,2,1,10,2,8,3
134,35,81,128,3.333,2.1,1.233,2.67,4.34,10.21,18,5,4,2,1,10,2,8,3
143,44,81,143,3.333,1.5,2.0,2.55,4.38,8.19,19,5,4,2,1,10,2,8,3
135,35,79,154,1.667,1.7,0.867,2.67,4.36,9.85,0,5,4,2,1,20,1,6,2
127,27,61,155,1.667,0.0,1.7,2.82,5.3,12.54,1,5,4,2,1,20,1,6,2
134,34,53,131,0.833,1.8,3.267,2.66,6.54,10.15,2,5,4,2,1,20,1,6,2
136,36,78,136,3.333,1.9,1.833,2.59,3.87,9.06,3,5,4,2,1,20,1,6,2
145,45,65,136,3.333,1.5,1.733,2.53,5.44,7.32,4,5,4,2,1,20,1,6,2
141,41,66,139,1.111,1.6,1.833,2.59,5.08,8.68,5,5,4,2,1,20,1,6,2
140,41,55,140,1.111,0.0,1.8,2.6,6.06,8.03,6,5,4,2,1,20,1,6,2
146,46,73,139,0.833,1.8,1.289,2.46,4.64,7.04,7,5,4,2,1,20,1,6,2
142,42,75,131,1.667,2.2,1.667,2.53,4.54,7.44,8,5,4,2,1,20,1,6,2
132,32,74,140,1.667,1.8,1.024,2.76,4.75,10.61,9,5,4,2,1,20,1,6,2
133,33,64,153,0.833,1.0,1.356,2.74,5.51,10.44,10,5,4,2,1,20,1,6,2
141,41,78,139,1.667,2.3,1.7,2.57,4.26,8.45,11,5,4,2,1,20,1,6,2
149,49,89,165,1.667,1.733,1.857,2.45,4.06,7.23,12,5,4,2,1,20,1,6,2
